44.351696, 4.484772, 0.000000, 1.583750, 2, 44.353000, 3.991000, 3
44.351685, 4.485434, 0.000000, 1.584271, 2, 44.353000, 3.991000, 3
44.351673, 4.486024, 0.000000, 1.584159, 2, 44.353000, 3.991000, 3
44.351658, 4.486764, 0.000000, 1.584071, 2, 44.353000, 3.993000, 3
44.351646, 4.487216, 0.000000, 1.584036, 2, 44.352000, 3.991000, 3
44.351635, 4.487830, 0.000000, 1.584014, 2, 44.353000, 3.993000, 3
44.351624, 4.488275, 0.000000, 1.584109, 2, 44.352000, 3.992000, 3
44.351612, 4.488671, 0.000000, 1.584247, 2, 44.353000, 3.992000, 3
44.351601, 4.489131, 0.000000, 1.584228, 2, 44.353000, 3.993000, 3
44.351589, 4.489755, 0.000000, 1.584266, 2, 44.353000, 3.995000, 3
44.351578, 4.490312, 0.000000, 1.584339, 2, 44.353000, 3.995000, 3
44.351566, 4.490914, 0.000000, 1.584279, 2, 44.354000, 3.996000, 3
44.351555, 4.491347, 0.000000, 1.584286, 2, 44.354000, 3.995000, 3
44.351543, 4.491842, 0.000000, 1.584732, 2, 44.353000, 3.996000, 3
44.351532, 4.492494, 0.000000, 1.584652, 2, 44.354000, 3.998000, 3
44.351521, 4.492971, 0.000000, 1.584706, 2, 44.354000, 3.997000, 3
44.351513, 4.493399, 0.000000, 1.584763, 2, 44.354000, 3.997000, 3
44.351501, 4.493886, 0.000000, 1.584807, 2, 44.354000, 3.998000, 3
44.351494, 4.494322, 0.000000, 1.584792, 2, 44.354000, 3.998000, 3
44.351486, 4.494606, 0.000000, 1.584966, 2, 44.354000, 3.997000, 3
44.351475, 4.494862, 0.000000, 1.584911, 2, 44.353000, 3.997000, 3
44.351467, 4.495195, 0.000000, 1.585261, 2, 44.354000, 3.998000, 3
44.351463, 4.495387, 0.000000, 1.585195, 2, 44.354000, 3.997000, 3
44.351456, 4.495561, 0.000000, 1.585116, 2, 44.353000, 3.997000, 3
44.351448, 4.495820, 0.000000, 1.585096, 2, 44.354000, 3.998000, 3
44.351440, 4.496051, 0.000000, 1.585041, 2, 44.354000, 3.998000, 3
44.351433, 4.496365, 0.000000, 1.585121, 2, 44.354000, 3.999000, 3
44.351425, 4.496539, 0.000000, 1.585259, 2, 44.354000, 3.998000, 3
44.351418, 4.496800, 0.000000, 1.585204, 2, 44.354000, 3.999000, 3
44.351410, 4.496928, 0.000000, 1.585444, 2, 44.354000, 3.998000, 3
44.351406, 4.497045, 0.000000, 1.585521, 2, 44.353000, 3.998000, 3
44.351398, 4.497254, 0.000000, 1.585459, 2, 44.353000, 3.999000, 3
44.351391, 4.497231, 0.000000, 1.585345, 2, 44.352000, 3.997000, 3
44.351387, 4.497002, 0.000000, 1.585330, 2, 44.351000, 3.995000, 3
44.351383, 4.496796, 0.000000, 1.585329, 2, 44.351000, 3.995000, 3
44.351379, 4.496612, 0.000000, 1.585536, 2, 44.351000, 3.995000, 3
44.351379, 4.496342, 0.000000, 1.585593, 2, 44.351000, 3.994000, 3
44.351376, 4.495995, 0.000000, 1.585533, 2, 44.351000, 3.993000, 3
44.351376, 4.495684, 0.000000, 1.585268, 2, 44.351000, 3.993000, 3
44.351372, 4.495405, 0.000000, 1.585454, 2, 44.352000, 3.993000, 3
44.351372, 4.495153, 0.000000, 1.585396, 2, 44.353000, 3.993000, 3
44.351372, 4.494929, 0.000000, 1.585094, 2, 44.353000, 3.993000, 3
44.351368, 4.494728, 0.000000, 1.585440, 2, 44.353000, 3.993000, 3
44.351364, 4.494653, 0.000000, 1.585341, 2, 44.354000, 3.994000, 3
44.351364, 4.494585, 0.000000, 1.585304, 2, 44.354000, 3.994000, 3
44.351360, 4.494421, 0.000000, 1.585474, 2, 44.353000, 3.993000, 3
44.351360, 4.494272, 0.000000, 1.585510, 2, 44.354000, 3.993000, 3
44.351357, 4.494036, 0.000000, 1.585581, 2, 44.352000, 3.992000, 3
44.351353, 4.493929, 0.000000, 1.585789, 2, 44.353000, 3.993000, 3
44.351349, 4.493834, 0.000000, 1.585827, 2, 44.353000, 3.993000, 3
